,LeadID,ContaMediaAccount,Distance,SemDistCosine,SemDistHamming,SemDistCorrel,DistVIPHamming,WeightSem,Final,Final2,LeadLong,LeadLat,AgentLong,AgentLat,StoryLead,StoryAgent,VIPLeadStory,VIPAgentStory
5878,10147,139,60.05113499860192,0.9817205335879976,0.6555555555555557,0.9645661732431587,0.10000000000000009,0.65,206.33757609505872,0.48997850029650175,-7.92,41.21,-7.91,40.67,"[10.0, 32.0, 10.0, 1.0, 10.0, 1.0, 6.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '2' '0' '1']
5861,10147,122,74.67119848522562,0.9917081284602457,0.5444444444444445,0.9854401118242468,0.10000000000000009,0.65,160.98927668454118,0.39912896828523453,-7.92,41.21,-7.86,40.54,"[10.0, 32.0, 10.0, 1.0, 10.0, 1.0, 6.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '0' '1' '0']
5832,10146,133,104.80041047183174,0.9908853838821517,0.6555555555555557,0.9272034390818468,0.10000000000000009,0.9666666666666667,247.84452539292403,0.647017235837909,-8.47,41.46,-7.31,41.83,"[5.0, 47.0, 10.0, 6.0, 10.0, 12.0, 11.0, 50.0, 0.0]","[5.0, 48.0, 10.0, 6.0, 1.0, 10.0, 8.0, 50.0, 0.0]",['10' '10' '10' '10'],['6' '2' '1' '0']
5765,10145,106,294.38029939280597,0.9973216452658046,0.7666666666666668,1.0254446615234887,0.10000000000000009,0.9666666666666667,160.7419964230955,0.796083587586159,-8.23,41.2,-9.11,38.64,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['3' '3' '3' '3'],['9' '0' '0' '1']
5798,10145,139,64.77419543208364,0.9807712491291461,0.5444444444444445,0.6797944765861593,0.10000000000000009,0.5,121.21246368613222,0.2993668386597631,-8.23,41.2,-7.91,40.67,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '2' '0' '1']
5781,10145,122,79.7106294718216,0.9844285666321124,0.5444444444444445,0.7259155306460423,0.10000000000000009,0.5,119.40970820683464,0.3046140417923001,-8.23,41.2,-7.86,40.54,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '0' '1' '0']
5751,10144,132,86.73958982530252,0.9580769385914564,0.7666666666666668,1.1622881650331436,0.10000000000000009,0.9666666666666667,333.40723987388833,0.8271015629407727,-7.85,40.76,-8.57,41.32,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 24.0, 2.0, 1.0, 13.0, 3.0, 10.0, 20.0, 0.0]",['10' '10' '10' '10'],['1' '0' '1' '0']
5729,10144,110,52.086442806016294,0.951884020809597,0.5444444444444445,0.5568095948457731,0.10000000000000009,0.6766666666666666,147.19229240611816,0.3497816001481424,-7.85,40.76,-8.29,41.09,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 24.0, 5.0, 1.0, 2.0, 5.0, 5.0, 20.0, 0.0]",['10' '10' '10' '10'],['6' '0' '1' '1']
5742,10144,123,41.7965580917256,0.9341542443333726,0.43333333333333346,0.4035150245544515,0.10000000000000009,0.5833333333333334,94.459787157649,0.22755819172172337,-7.85,40.76,-7.57,40.45,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 28.0, 5.0, 6.0, 11.0, 5.0, 2.0, 20.0, 0.0]",['10' '10' '10' '10'],['1' '2' '0' '1']
5740,10144,121,258.1888502066666,0.9753967956195203,0.5444444444444445,0.6445254553452986,0.10000000000000009,0.7333333333333333,88.13730952700118,0.38003847315881106,-7.85,40.76,-9.11,38.65,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 31.0, 2.0, 6.0, 13.0, 12.0, 6.0, 30.0, 0.0]",['10' '10' '10' '10'],['1' '2' '1' '1']
5755,10144,136,256.1632051729934,0.9416979010837933,0.5444444444444445,0.6350967610065189,0.10000000000000009,0.6,75.29381682181435,0.32440303088730194,-7.85,40.76,-9.11,38.67,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 35.0, 2.0, 1.0, 13.0, 4.0, 4.0, 30.0, 0.0]",['10' '10' '10' '10'],['5' '0' '1' '1']
5685,10143,106,250.4529627689486,0.9919537236703638,0.5444444444444445,0.9711627509874676,0.10000000000000009,0.65,93.99112651001668,0.39244399205927327,-7.52,40.53,-9.11,38.64,"[10.0, 54.0, 10.0, 6.0, 9.0, 4.0, 5.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['3' '3' '3' '3'],['9' '0' '0' '1']
5674,10142,135,123.23867564029098,0.987322169434715,0.6555555555555557,0.552668366470214,0.6000000000000001,0.9,208.5228754218002,0.5728718080079385,-7.82,40.63,-8.62,41.56,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['5' '0' '1' '1']
5665,10142,126,104.74257785733627,0.9653295183141302,0.6555555555555557,0.6736470920900526,0.3500000000000001,0.725,186.28121478498207,0.491171953102799,-7.82,40.63,-8.52,41.41,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['1' '1' '1' '1'],['2' '0' '1' '0']
5652,10142,113,123.82346389990771,0.9714170107249722,0.5444444444444445,0.7391443483777057,0.3500000000000001,0.625,129.8326297102918,0.36453277225402353,-7.82,40.63,-8.69,41.53,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['1' '1' '1' '1'],['6' '0' '1' '0']
5646,10142,107,11.62130081124877,0.9797914881008497,0.43333333333333346,0.3557587008316646,0.3500000000000001,0.6,106.1741724041833,0.23950060883738317,-7.82,40.63,-7.86,40.53,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['1' '1' '1' '1'],['0' '2' '1' '0']
5653,10142,114,29.892696433761504,0.9280652887123205,0.43333333333333346,0.4104776249009295,0.8500000000000001,0.5333333333333333,101.72315686513925,0.2380648052833927,-7.82,40.63,-7.95,40.38,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['1' '1' '1' '1'],['8' '1' '1' '1']
5659,10142,120,121.38429307998729,0.9261101123713399,0.43333333333333346,0.37138871290404124,0.6000000000000001,0.5333333333333333,77.47859529417715,0.2240945556970594,-7.82,40.63,-8.62,41.54,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['1' '1' '1' '1'],['4' '0' '1' '1']
5640,10142,101,123.72011060015117,0.9693446088794926,0.3222222222222223,0.32168498516674787,0.6000000000000001,0.5249999999999999,53.10947010065724,0.16054146051387447,-7.82,40.63,-8.61,41.57,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['1' '1' '1' '1'],['8' '2' '1' '1']
5621,10141,122,222.40423240045263,0.9920583404682244,0.8777777777777779,2.755543891877706,0.3500000000000001,0.9333333333333333,377.4504107907507,1.37637361770786,-9.07,38.77,-7.86,40.54,"[8.0, 34.0, 10.0, 1.0, 9.0, 12.0, 7.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '0' '1' '0']
5638,10141,139,233.39986237836422,0.9977469730272395,0.6555555555555557,3.3624341201406778,0.3500000000000001,0.9333333333333333,290.40436958940023,1.105616040299468,-9.07,38.77,-7.91,40.67,"[8.0, 34.0, 10.0, 1.0, 9.0, 12.0, 7.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '2' '0' '1']
5586,10140,127,75.37968302226749,0.9429080474997193,0.5444444444444445,0.4146493057473199,0.10000000000000009,0.8,150.18314656640737,0.3742944019393511,-8.57,41.62,-7.96,41.12,"[2.0, 46.0, 10.0, 6.0, 20.0, 7.0, -1.0, 50.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['10' '10' '10' '10'],['9' '0' '1' '1']
