,LeadID,ContaMediaAccount,Distance,SemDistCosine,SemDistHamming,SemDistCorrel,DistVIPHamming,WeightSem,Final,Final2,LeadLong,LeadLat,AgentLong,AgentLat,StoryLead,StoryAgent,VIPLeadStory,VIPAgentStory
6278,10157,139,8.723366371,0.974883604,0.544444444,0.828283191,0.35,0.666666667,183.8401633,0.396373813,-7.81,40.65,-7.91,40.67,"[8.0, 46.0, 10.0, 1.0, 8.0, 7.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '2' '0' '1']
6245,10157,106,249.6765952,0.98840099,0.655555556,0.659216474,0.35,0.866666667,135.523736,0.557216198,-7.81,40.65,-9.11,38.64,"[8.0, 46.0, 10.0, 1.0, 8.0, 7.0, 2.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['1' '1' '1' '1'],['9' '0' '0' '1']
6236,10156,137,221.4173869,0.982288944,0.655555556,1.122422857,0.1,0.833333333,165.0223815,0.609055047,-9.07,38.78,-7.86,40.54,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 38.0, 10.0, 1.0, 8.0, 3.0, 7.0, 30.0, 0.0]",['3' '3' '3' '3'],['1' '2' '1' '1']
6207,10156,108,225.8052626,0.98437808,0.544444444,0.723265832,0.1,0.966666667,128.7490654,0.486112206,-9.07,38.78,-7.57,40.45,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 34.0, 10.0, 6.0, 13.0, 7.0, 6.0, 30.0, 0.0]",['3' '3' '3' '3'],['5' '1' '0' '1']
6226,10156,127,276.8589068,0.967540191,0.544444444,0.476568687,0.1,0.766666667,78.69692733,0.367615786,-9.07,38.78,-7.96,41.12,"[2.0, 33.0, 10.0, 1.0, 9.0, 10.0, 11.0, 30.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['3' '3' '3' '3'],['9' '0' '1' '1']
6198,10155,139,119.8191779,0.975755123,0.544444444,1.154086764,0.1,0.65,151.8111283,0.418811183,-8.56,41.63,-7.91,40.67,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '2' '0' '1']
6181,10155,122,134.6537215,0.969860802,0.544444444,1.092508901,0.1,0.65,142.7359352,0.409800743,-8.56,41.63,-7.86,40.54,"[10.0, 32.0, 10.0, 1.0, 20.0, 8.0, 11.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '0' '1' '0']
6141,10154,122,150.4436017,0.987718045,0.655555556,1.495087569,0.1,0.7,203.7517717,0.601583117,-7.53,41.87,-7.86,40.54,"[8.0, 27.0, 10.0, 1.0, 9.0, 4.0, 9.0, 20.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '0' '1' '0']
6158,10154,139,137.1608244,0.983134986,0.544444444,0.932463035,0.1,0.7,142.0899317,0.410654154,-7.53,41.87,-7.91,40.67,"[8.0, 27.0, 10.0, 1.0, 9.0, 4.0, 9.0, 20.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '2' '0' '1']
6092,10153,113,127.5035629,0.970151313,0.655555556,0.442042779,0.1,0.8,168.9001798,0.472727805,-7.25,41.93,-8.69,41.53,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['3' '3' '3' '3'],['6' '0' '1' '0']
6080,10153,101,119.7119343,0.973436351,0.544444444,0.497063193,0.1,0.933333333,159.4479789,0.438783076,-7.25,41.93,-8.61,41.57,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['3' '3' '3' '3'],['8' '2' '1' '1']
6107,10153,128,127.1112399,0.998480543,0.544444444,1.389343899,0.1,0.63,157.7290067,0.442302446,-7.25,41.93,-8.69,41.54,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 55.0, 5.0, 1.0, 20.0, 8.0, 8.0, 50.0, 1.0]",['3' '3' '3' '3'],['4' '0' '0' '0']
6105,10153,126,120.2933206,0.983319885,0.544444444,1.3569823,0.1,0.6,153.2608108,0.423115547,-7.25,41.93,-8.52,41.41,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['3' '3' '3' '3'],['2' '0' '1' '0']
6086,10153,107,163.816497,0.995920436,0.544444444,0.753676211,0.1,0.725,127.1900517,0.396670504,-7.25,41.93,-7.86,40.53,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['3' '3' '3' '3'],['0' '2' '1' '0']
6114,10153,135,120.8762972,0.979200415,0.433333333,0.636948124,0.1,0.55,84.30301385,0.241833914,-7.25,41.93,-8.62,41.56,"[10.0, 52.0, 2.0, 1.0, 18.0, 7.0, 6.0, 50.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['5' '0' '1' '1']
6034,10151,135,11.87110416,0.991886708,0.655555556,1.469643277,0.1,0.866666667,329.4582983,0.69703483,-8.57,41.66,-8.62,41.56,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['5' '0' '1' '1']
6019,10151,120,13.97610232,0.976026648,0.655555556,1.220595436,0.1,0.566666667,224.986903,0.484959202,-8.57,41.66,-8.62,41.54,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['3' '3' '3' '3'],['4' '0' '1' '1']
6025,10151,126,28.10853205,0.983896648,0.544444444,0.610388226,0.1,0.75,173.1545112,0.388660215,-8.57,41.66,-8.52,41.41,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['3' '3' '3' '3'],['2' '0' '1' '0']
6013,10151,114,151.5348822,0.974574207,0.655555556,0.999928138,0.1,0.566666667,149.8752468,0.448768367,-8.57,41.66,-7.95,40.38,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['3' '3' '3' '3'],['8' '1' '1' '1']
6006,10151,107,139.0233953,0.981576096,0.544444444,0.832190515,0.1,0.566666667,116.7728023,0.342490715,-8.57,41.66,-7.86,40.53,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['3' '3' '3' '3'],['0' '2' '1' '0']
6000,10151,101,10.54553983,0.955459709,0.433333333,0.49560292,0.1,0.5,94.45029134,0.215094157,-8.57,41.66,-8.61,41.57,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['3' '3' '3' '3'],['8' '2' '1' '1']
6012,10151,113,17.56518893,0.941453136,0.322222222,0.292572251,0.1,0.6,67.75931773,0.162417194,-8.57,41.66,-8.69,41.53,"[8.0, 40.0, 2.0, 6.0, 13.0, 10.0, 4.0, 30.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['3' '3' '3' '3'],['6' '0' '1' '0']
5983,10150,124,206.4145648,0.956166419,0.655555556,0.671864679,0.35,0.9,163.3149241,0.573411672,-8.91,38.97,-7.91,40.66,"[5.0, 24.0, 10.0, 6.0, 10.0, 3.0, 10.0, 20.0, 0.0]","[5.0, 27.0, 10.0, 6.0, 2.0, 6.0, 4.0, 20.0, 0.0]",['1' '1' '1' '1'],['7' '0' '1' '0']
5969,10150,110,241.5694334,0.946740001,0.544444444,0.435043815,0.6,0.5,68.96639846,0.282942035,-8.91,38.97,-8.29,41.09,"[5.0, 24.0, 10.0, 6.0, 10.0, 3.0, 10.0, 20.0, 0.0]","[5.0, 24.0, 5.0, 1.0, 2.0, 5.0, 5.0, 20.0, 0.0]",['1' '1' '1' '1'],['6' '0' '1' '1']
5946,10149,127,69.06915871,0.982074701,0.544444444,0.725464012,0.1,0.666666667,150.8356578,0.370781762,-7.91,40.5,-7.96,41.12,"[2.0, 50.0, 10.0, 6.0, 10.0, 7.0, 6.0, 50.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['10' '10' '10' '10'],['9' '0' '1' '1']
5956,10149,137,6.135583391,0.987276564,0.433333333,0.591826799,0.1,0.6,115.2105787,0.255506883,-7.91,40.5,-7.86,40.54,"[2.0, 50.0, 10.0, 6.0, 10.0, 7.0, 6.0, 50.0, 0.0]","[2.0, 38.0, 10.0, 1.0, 8.0, 3.0, 7.0, 30.0, 0.0]",['10' '10' '10' '10'],['1' '2' '1' '1']
5880,10148,101,7.12279812,0.984010794,0.655555556,0.535037689,0.1,0.933333333,263.4503889,0.556716104,-8.64,41.63,-8.61,41.57,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['3' '3' '3' '3'],['8' '2' '1' '1']
5892,10148,113,11.87178102,0.98029061,0.655555556,0.463905824,0.1,0.933333333,254.0849582,0.542622756,-8.64,41.63,-8.69,41.53,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['3' '3' '3' '3'],['6' '0' '1' '0']
5905,10148,126,26.42428419,0.974187893,0.544444444,1.372427216,0.1,0.733333333,220.7749908,0.487949109,-8.64,41.63,-8.52,41.41,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['3' '3' '3' '3'],['2' '0' '1' '0']
5907,10148,128,10.83717291,0.994287528,0.544444444,1.186257718,0.1,0.536666667,173.458019,0.376718826,-8.64,41.63,-8.69,41.54,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[10.0, 55.0, 5.0, 1.0, 20.0, 8.0, 8.0, 50.0, 1.0]",['3' '3' '3' '3'],['4' '0' '0' '0']
5914,10148,135,7.959347576,0.975462485,0.322222222,0.687030516,0.1,0.65,89.84359482,0.204775835,-8.64,41.63,-8.62,41.56,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['5' '0' '1' '1']
5886,10148,107,138.6890036,0.992424549,0.433333333,0.623496296,0.1,0.625,88.2578619,0.263279358,-8.64,41.63,-7.86,40.53,"[10.0, 48.0, 2.0, 1.0, 13.0, 7.0, 7.0, 50.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['3' '3' '3' '3'],['0' '2' '1' '0']
5878,10147,139,60.051135,0.981720534,0.655555556,0.964566173,0.1,0.65,206.3375761,0.4899785,-7.92,41.21,-7.91,40.67,"[10.0, 32.0, 10.0, 1.0, 10.0, 1.0, 6.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '2' '0' '1']
5861,10147,122,74.67119849,0.991708128,0.544444444,0.985440112,0.1,0.65,160.9892767,0.399128968,-7.92,41.21,-7.86,40.54,"[10.0, 32.0, 10.0, 1.0, 10.0, 1.0, 6.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['10' '10' '10' '10'],['0' '0' '1' '0']
5832,10146,133,104.8004105,0.990885384,0.655555556,0.927203439,0.1,0.966666667,247.8445254,0.647017236,-8.47,41.46,-7.31,41.83,"[5.0, 47.0, 10.0, 6.0, 10.0, 12.0, 11.0, 50.0, 0.0]","[5.0, 48.0, 10.0, 6.0, 1.0, 10.0, 8.0, 50.0, 0.0]",['10' '10' '10' '10'],['6' '2' '1' '0']
5765,10145,106,294.3802994,0.997321645,0.766666667,1.025444662,0.1,0.966666667,160.7419964,0.796083588,-8.23,41.2,-9.11,38.64,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['3' '3' '3' '3'],['9' '0' '0' '1']
5798,10145,139,64.77419543,0.980771249,0.544444444,0.679794477,0.1,0.5,121.2124637,0.299366839,-8.23,41.2,-7.91,40.67,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '2' '0' '1']
5781,10145,122,79.71062947,0.984428567,0.544444444,0.725915531,0.1,0.5,119.4097082,0.304614042,-8.23,41.2,-7.86,40.54,"[8.0, 51.0, 10.0, 1.0, 17.0, 5.0, 2.0, 50.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['3' '3' '3' '3'],['0' '0' '1' '0']
5751,10144,132,86.73958983,0.958076939,0.766666667,1.162288165,0.1,0.966666667,333.4072399,0.827101563,-7.85,40.76,-8.57,41.32,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 24.0, 2.0, 1.0, 13.0, 3.0, 10.0, 20.0, 0.0]",['10' '10' '10' '10'],['1' '0' '1' '0']
5729,10144,110,52.08644281,0.951884021,0.544444444,0.556809595,0.1,0.676666667,147.1922924,0.3497816,-7.85,40.76,-8.29,41.09,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 24.0, 5.0, 1.0, 2.0, 5.0, 5.0, 20.0, 0.0]",['10' '10' '10' '10'],['6' '0' '1' '1']
5742,10144,123,41.79655809,0.934154244,0.433333333,0.403515025,0.1,0.583333333,94.45978716,0.227558192,-7.85,40.76,-7.57,40.45,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 28.0, 5.0, 6.0, 11.0, 5.0, 2.0, 20.0, 0.0]",['10' '10' '10' '10'],['1' '2' '0' '1']
5740,10144,121,258.1888502,0.975396796,0.544444444,0.644525455,0.1,0.733333333,88.13730953,0.380038473,-7.85,40.76,-9.11,38.65,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 31.0, 2.0, 6.0, 13.0, 12.0, 6.0, 30.0, 0.0]",['10' '10' '10' '10'],['1' '2' '1' '1']
5755,10144,136,256.1632052,0.941697901,0.544444444,0.635096761,0.1,0.6,75.29381682,0.324403031,-7.85,40.76,-9.11,38.67,"[5.0, 23.0, 2.0, 1.0, 8.0, 12.0, 10.0, 20.0, 0.0]","[5.0, 35.0, 2.0, 1.0, 13.0, 4.0, 4.0, 30.0, 0.0]",['10' '10' '10' '10'],['5' '0' '1' '1']
5685,10143,106,250.4529628,0.991953724,0.544444444,0.971162751,0.1,0.65,93.99112651,0.392443992,-7.52,40.53,-9.11,38.64,"[10.0, 54.0, 10.0, 6.0, 9.0, 4.0, 5.0, 50.0, 1.0]","[8.0, 50.0, 10.0, 6.0, 17.0, 3.0, 2.0, 50.0, 1.0]",['3' '3' '3' '3'],['9' '0' '0' '1']
5674,10142,135,123.2386756,0.987322169,0.655555556,0.552668366,0.6,0.9,208.5228754,0.572871808,-7.82,40.63,-8.62,41.56,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['5' '0' '1' '1']
5665,10142,126,104.7425779,0.965329518,0.655555556,0.673647092,0.35,0.725,186.2812148,0.491171953,-7.82,40.63,-8.52,41.41,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['1' '1' '1' '1'],['2' '0' '1' '0']
5652,10142,113,123.8234639,0.971417011,0.544444444,0.739144348,0.35,0.625,129.8326297,0.364532772,-7.82,40.63,-8.69,41.53,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 46.0, 2.0, 1.0, 2.0, 3.0, -1.0, 50.0, 1.0]",['1' '1' '1' '1'],['6' '0' '1' '0']
5646,10142,107,11.62130081,0.979791488,0.433333333,0.355758701,0.35,0.6,106.1741724,0.239500609,-7.82,40.63,-7.86,40.53,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 53.0, 2.0, 6.0, 18.0, 3.0, 5.0, 50.0, 1.0]",['1' '1' '1' '1'],['0' '2' '1' '0']
5653,10142,114,29.89269643,0.928065289,0.433333333,0.410477625,0.85,0.533333333,101.7231569,0.238064805,-7.82,40.63,-7.95,40.38,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['1' '1' '1' '1'],['8' '1' '1' '1']
5659,10142,120,121.3842931,0.926110112,0.433333333,0.371388713,0.6,0.533333333,77.47859529,0.224094556,-7.82,40.63,-8.62,41.54,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['1' '1' '1' '1'],['4' '0' '1' '1']
5640,10142,101,123.7201106,0.969344609,0.322222222,0.321684985,0.6,0.525,53.1094701,0.160541461,-7.82,40.63,-8.61,41.57,"[8.0, 41.0, 2.0, 1.0, 8.0, 6.0, -1.0, 30.0, 1.0]","[10.0, 50.0, 2.0, 6.0, 2.0, 3.0, 7.0, 50.0, 1.0]",['1' '1' '1' '1'],['8' '2' '1' '1']
5621,10141,122,222.4042324,0.99205834,0.877777778,2.755543892,0.35,0.933333333,377.4504108,1.376373618,-9.07,38.77,-7.86,40.54,"[8.0, 34.0, 10.0, 1.0, 9.0, 12.0, 7.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 9.0, 6.0, 7.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '0' '1' '0']
5638,10141,139,233.3998624,0.997746973,0.655555556,3.36243412,0.35,0.933333333,290.4043696,1.10561604,-9.07,38.77,-7.91,40.67,"[8.0, 34.0, 10.0, 1.0, 9.0, 12.0, 7.0, 30.0, 1.0]","[8.0, 36.0, 10.0, 1.0, 11.0, 10.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['0' '2' '0' '1']
5586,10140,127,75.37968302,0.942908047,0.544444444,0.414649306,0.1,0.8,150.1831466,0.374294402,-8.57,41.62,-7.96,41.12,"[2.0, 46.0, 10.0, 6.0, 20.0, 7.0, -1.0, 50.0, 0.0]","[2.0, 40.0, 10.0, 6.0, 2.0, 4.0, 7.0, 30.0, 0.0]",['10' '10' '10' '10'],['9' '0' '1' '1']
5567,10140,108,154.789195,0.981975476,0.655555556,0.619916217,0.1,0.6,134.8082691,0.409089843,-8.57,41.62,-7.57,40.45,"[2.0, 46.0, 10.0, 6.0, 20.0, 7.0, -1.0, 50.0, 0.0]","[2.0, 34.0, 10.0, 6.0, 13.0, 7.0, 6.0, 30.0, 0.0]",['10' '10' '10' '10'],['5' '1' '0' '1']
5596,10140,137,134.0257336,0.965422852,0.433333333,0.346129123,0.1,0.733333333,89.2150309,0.262904509,-8.57,41.62,-7.86,40.54,"[2.0, 46.0, 10.0, 6.0, 20.0, 7.0, -1.0, 50.0, 0.0]","[2.0, 38.0, 10.0, 1.0, 8.0, 3.0, 7.0, 30.0, 0.0]",['10' '10' '10' '10'],['1' '2' '1' '1']
5539,10139,120,96.46549931,0.928648407,0.544444444,0.423124043,0.6,0.766666667,147.3555274,0.385250322,-7.54,41.86,-8.62,41.54,"[8.0, 34.0, 2.0, 1.0, 2.0, 12.0, 2.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 12.0, 8.0, 20.0, 1.0]",['1' '1' '1' '1'],['4' '0' '1' '1']
5554,10139,135,95.65449907,0.969176269,0.544444444,0.432303851,0.6,0.666666667,134.2454598,0.352115154,-7.54,41.86,-8.62,41.56,"[8.0, 34.0, 2.0, 1.0, 2.0, 12.0, 2.0, 30.0, 1.0]","[8.0, 44.0, 2.0, 6.0, 9.0, 6.0, 6.0, 30.0, 1.0]",['1' '1' '1' '1'],['5' '0' '1' '1']
5545,10139,126,95.58624837,0.940759556,0.544444444,0.504371418,0.35,0.6,122.4211768,0.322822736,-7.54,41.86,-8.52,41.41,"[8.0, 34.0, 2.0, 1.0, 2.0, 12.0, 2.0, 30.0, 1.0]","[10.0, 40.0, 2.0, 1.0, 17.0, 6.0, 10.0, 30.0, 1.0]",['1' '1' '1' '1'],['2' '0' '1' '0']
5533,10139,114,168.1133862,0.916352479,0.433333333,0.371305826,0.85,0.766666667,93.14264679,0.298863744,-7.54,41.86,-7.95,40.38,"[8.0, 34.0, 2.0, 1.0, 2.0, 12.0, 2.0, 30.0, 1.0]","[8.0, 27.0, 2.0, 6.0, 13.0, 7.0, 10.0, 20.0, 1.0]",['1' '1' '1' '1'],['8' '1' '1' '1']
5503,10138,124,150.2612647,0.890270344,0.544444444,0.368726266,0.35,0.933333333,141.0957879,0.422133276,-7.26,41.92,-7.91,40.66,"[5.0, 29.0, 10.0, 1.0, 20.0, 8.0, -1.0, 20.0, 0.0]","[5.0, 27.0, 10.0, 6.0, 2.0, 6.0, 4.0, 20.0, 0.0]",['1' '1' '1' '1'],['7' '0' '1' '0']
5473,10137,134,86.93420434,0.876143244,0.544444444,0.518366092,0.35,0.966666667,181.1061321,0.458767808,-8.5,41.38,-7.61,41.79,"[2.0, 28.0, 2.0, 6.0, 20.0, 4.0, 6.0, 20.0, 0.0]","[2.0, 27.0, 2.0, 1.0, 1.0, 6.0, 5.0, 20.0, 0.0]",['1' '1' '1' '1'],['0' '2' '1' '0']
